Sentence,File
The recovery rate in Greece higher than Holy See.,total_recovered-total_confirmed
The death rate in Saudi Arabia is higher than in Seychelles in March.,total_deaths-total_confirmed
The recovery rate in Bangladesh higher than in Chile.,total_recovered-total_confirmed
The death rate in USA is higher than in Jamaica in April.,total_deaths-total_confirmed
The death rate in Belgium is higher than in Guatemala in April.,total_deaths-total_confirmed
The death rate in US is higher than in Taiwan* in March.,total_deaths-total_confirmed
The recovery rate in Andorra higher than Cambodia.,total_recovered-total_confirmed
The recovery rate in Italy higher than Austria.,total_recovered-total_confirmed
The death rate in China is higher than Belarus in January.,total_deaths-total_confirmed
The death rate in Mexico is higher than in South Korea in April.,total_deaths-total_confirmed
The death rate in USA is higher than South Africa in February.,total_deaths-total_confirmed
The death rate in Japan is higher than in Cambodia in March.,total_deaths-total_confirmed
The recovery rate in Taiwan* higher than in Uzbekistan.,total_recovered-total_confirmed
The recovery rate in Greece higher than in India.,total_recovered-total_confirmed
The recovery rate in Japan higher than in Chile.,total_recovered-total_confirmed
The death rate in Diamond Princess is higher than in Czechia in March.,total_deaths-total_confirmed
The recovery rate in North Macedonia higher than in Cyprus.,total_recovered-total_confirmed
"The death rate in Greece is higher than Korea, South in March.",total_deaths-total_confirmed
The death rate in United Kingdom is higher than in Saint Vincent and the Grenadines .,total_deaths-total_confirmed
"The death rate in Korea, South is higher than Albania in February.",total_deaths-total_confirmed
The death rate in Gabon is higher than Ireland in March.,total_deaths-total_confirmed
The death rate in Albania is higher than South Africa in March.,total_deaths-total_confirmed
The recovery rate in Sudan higher than Malaysia.,total_recovered-total_confirmed
The death rate in Norway is higher than in Armenia in April.,total_deaths-total_confirmed
The death rate in Bahrain is higher than in Senegal in March.,total_deaths-total_confirmed
The death rate in Suriname is higher than in Turkey in April.,total_deaths-total_confirmed
The recovery rate in Congo (Kinshasa) higher than Gabon.,total_recovered-total_confirmed
The recovery rate in China higher than in Cuba.,total_recovered-total_confirmed
The recovery rate in Philippines higher than Namibia.,total_recovered-total_confirmed
The recovery rate in Lebanon higher than Maldives.,total_recovered-total_confirmed
The death rate in Belgium is higher than in Romania in April.,total_deaths-total_confirmed
The death rate in Congo (Brazzaville) is higher than in Jordan .,total_deaths-total_confirmed
The death rate in Bolivia is higher than Kosovo in April.,total_deaths-total_confirmed
The death rate in Ireland is higher than Finland .,total_deaths-total_confirmed
The death rate in Armenia is higher than in Benin in April.,total_deaths-total_confirmed
The death rate in Liechtenstein is higher than in Bahrain .,total_deaths-total_confirmed
The death rate in Algeria is higher than Croatia .,total_deaths-total_confirmed
The death rate in Spain is higher than in Poland in March.,total_deaths-total_confirmed
The death rate in United Kingdom is higher than South Korea .,total_deaths-total_confirmed
The recovery rate in Iran higher than Bahrain.,total_recovered-total_confirmed
The recovery rate in Tanzania higher than Mongolia.,total_recovered-total_confirmed
The death rate in Sri Lanka is higher than Norway in March.,total_deaths-total_confirmed
The recovery rate in San Marino higher than Russia.,total_recovered-total_confirmed
The recovery rate in Mauritania higher than in Saudi Arabia.,total_recovered-total_confirmed
The death rate in Morocco is higher than Holy See in March.,total_deaths-total_confirmed
The death rate in Iran is higher than Belarus in April.,total_deaths-total_confirmed
The death rate in Thailand is higher than in Qatar in March.,total_deaths-total_confirmed
The recovery rate in Albania higher than Saint Lucia.,total_recovered-total_confirmed
The recovery rate in Bosnia and Herzegovina higher than in Qatar.,total_recovered-total_confirmed
The death rate in World is higher than Israel in April.,total_deaths-total_confirmed
The recovery rate in Philippines higher than Taiwan*.,total_recovered-total_confirmed
The recovery rate in Ecuador higher than Cameroon.,total_recovered-total_confirmed
The death rate in Paraguay is higher than Brunei .,total_deaths-total_confirmed
The death rate in Norway is higher than Nepal in March.,total_deaths-total_confirmed
The death rate in Indonesia is higher than in Latvia in March.,total_deaths-total_confirmed
The death rate in Ghana is higher than Cambodia .,total_deaths-total_confirmed
The recovery rate in Taiwan* higher than in Norway.,total_recovered-total_confirmed
The death rate in Afghanistan is higher than New Zealand in April.,total_deaths-total_confirmed
The death rate in Portugal is higher than in Georgia .,total_deaths-total_confirmed
The death rate in Lithuania is higher than Uruguay .,total_deaths-total_confirmed
The recovery rate in Italy higher than in Austria.,total_recovered-total_confirmed
The death rate in US is higher than in Mongolia in February.,total_deaths-total_confirmed
The death rate in Kuwait is higher than Cambodia .,total_deaths-total_confirmed
The death rate in Armenia is higher than Benin in April.,total_deaths-total_confirmed
The death rate in Qatar is higher than in Saint Lucia in April.,total_deaths-total_confirmed
The death rate in Nigeria is higher than in Guatemala .,total_deaths-total_confirmed
The recovery rate in Portugal higher than in Gabon.,total_recovered-total_confirmed
The death rate in Slovenia is higher than Bhutan in March.,total_deaths-total_confirmed
The death rate in China is higher than in Poland in January.,total_deaths-total_confirmed
The recovery rate in Luxembourg higher than in Ghana.,total_recovered-total_confirmed
The death rate in Nigeria is higher than in Eswatini in April.,total_deaths-total_confirmed
The death rate in USA is higher than Guatemala .,total_deaths-total_confirmed
The recovery rate in Bahrain higher than in Liberia.,total_recovered-total_confirmed
The death rate in Andorra is higher than in Moldova in April.,total_deaths-total_confirmed
The death rate in Bolivia is higher than in Rwanda in March.,total_deaths-total_confirmed
The recovery rate in Thailand higher than Nepal.,total_recovered-total_confirmed
The recovery rate in Guatemala higher than Bahrain.,total_recovered-total_confirmed
The death rate in Egypt is higher than Poland in March.,total_deaths-total_confirmed
The recovery rate in Israel higher than Guinea.,total_recovered-total_confirmed
The recovery rate in Austria higher than in Oman.,total_recovered-total_confirmed
The death rate in Switzerland is higher than Israel in March.,total_deaths-total_confirmed
The death rate in USA is higher than in Central African Republic in March.,total_deaths-total_confirmed
The death rate in Bangladesh is higher than in Eswatini in April.,total_deaths-total_confirmed
The death rate in Kenya is higher than Sri Lanka in April.,total_deaths-total_confirmed
The recovery rate in Antigua and Barbuda higher than in Slovakia.,total_recovered-total_confirmed
The death rate in Latvia is higher than in Gabon .,total_deaths-total_confirmed
"The death rate in Korea, South is higher than Israel in March.",total_deaths-total_confirmed
The death rate in Dominican Republic is higher than Chile in March.,total_deaths-total_confirmed
"The recovery rate in Hungary higher than in Korea, South.",total_recovered-total_confirmed
The death rate in New Zealand is higher than in Kuwait in March.,total_deaths-total_confirmed
The death rate in Netherlands is higher than Uzbekistan in March.,total_deaths-total_confirmed
The death rate in Colombia risen between January and April.,total_deaths-total_confirmed
The death rate in Nigeria is higher than in Holy See .,total_deaths-total_confirmed
The recovery rate in Peru higher than Kazakhstan.,total_recovered-total_confirmed
The recovery rate in Britiain higher than in Afghanistan.,total_recovered-total_confirmed
The death rate in Ukraine is higher than in Holy See in April.,total_deaths-total_confirmed
The death rate in China is higher than in Belarus in January.,total_deaths-total_confirmed
The recovery rate in France higher than United Arab Emirates.,total_recovered-total_confirmed
The death rate in Mauritania is higher than Diamond Princess .,total_deaths-total_confirmed
The death rate in Sweden is higher than in Saudi Arabia in April.,total_deaths-total_confirmed
The recovery rate in Germany higher than in Paraguay.,total_recovered-total_confirmed
The death rate in Pakistan is higher than Taiwan* .,total_deaths-total_confirmed
The recovery rate in Paraguay higher than in Qatar.,total_recovered-total_confirmed
